1.973696145,377.238,0.737256235,0.787402
3.117256235,377.685,0.313514739,0.787402
5.305736961,379.712,1.195827664,0.787402
7.128503401,378.508,0.452834467,0.787402
8.115374149,471.846,0.371541950,0.787402
9.456326530,376.611,0.777891156,0.787402
10.721814058,378.705,0.325102040,0.787402
11.952448979,279.786,0.301859410,0.787402
17.165351473,567.808,0.400544217,0.787402
17.925804988,567.588,0.377346938,0.787402
19.841451247,756.965,1.480294784,0.787402
22.598820861,565.219,0.377324263,0.787402
23.341836734,563.091,0.400544217,0.787402
24.497029478,571.18,0.336689342,0.787402
25.089160997,560.217,0.673401360,0.787402
26.255963718,560.133,0.986870748,0.787402
30.104671201,566.793,0.354104308,0.787402
30.458775510,559.363,0.377346938,0.787402
33.738571428,563.938,0.319274376,0.787402
35.265283446,383.704,0.452789115,0.787402
36.054761904,377.679,0.394739229,0.787402
37.262199546,374.967,1.120408163,0.787402
38.899229024,375.706,1.120385487,0.787402
40.901927437,561.39,0.354104308,0.787402
41.279251700,378.699,0.864988662,0.787402
46.254149659,563.028,0.383151927,0.787402
47.775034013,565.367,0.371564625,0.787402
48.640000000,565.302,0.685011337,0.787402
49.760362811,565.358,0.272857142,0.787402
