1.358367346,885.155,1.578979591,0.787402
3.808049886,889.101,0.894013605,0.787402
6.687346938,997.789,0.714036281,0.787402
9.386,662.547,0.641,0.787402
10.66956916,752.601,0.272857142,0.787402
14.514,1339.98,0.679,0.787402
16.97959184,985.552,0.766281179,0.787402
19.571,746.974,0.487,0.787402
20.35229025,1517.52,0.522426303,0.787402
20.88054422,1325.6,0.214807256,0.787402
21.49587302,1511.74,0.342494331,0.787402
21.84414966,1334.97,0.342494331,0.787402
22.19244898,1177.94,0.876553287,0.787402
23.42891156,1508.04,1.172653061,0.787402
24.75244898,1346.21,0.65015873,0.787402
25.4084127,1177.86,0.452834467,0.787402
27.077,1511.1,0.287,0.787402
27.503,878.633,1.072,0.787402
28.843,1773.69,0.343,0.787402
32.123,1504.86,0.453,0.787402
32.82718821,1346.33,0.603764172,0.787402
34.07528345,1185.57,2.623832199,0.787402
41.083,588.943,0.533,0.787402
42.88142857,750.009,0.772108843,0.787402
44.69260771,657.064,1.706689342,0.787402
47.57768707,592.531,0.4273,0.787402
51.22902494,440.409,2.745782312,0.787402
55.76272109,744.563,0.551496598,0.787402
