0.029002267,197.027,0.928798185,0.787402
1.799546485,500.411,0.743061224,0.787402
3.268208616,392.788,0.354126984,0.787402
5.804965986,446.737,0.673378684,0.787402
6.484149659,391.609,0.452834467,0.787402
8.887437641,294.633,2.292993197,0.787402
14.558888888,587.95,0.568934240,0.787402
16.410702947,588.709,0.377346938,0.787402
17.542675736,665.268,0.429591836,0.787402
20.381315192,501.464,0.464421768,0.787402
23.121247165,444.845,0.342494331,0.787402
27.196371882,390.909,0.818526077,0.787402
29.599614512,390.139,0.406394557,0.787402
39.015306122,293.979,0.615374149,0.787402
40.460748299,219.745,0.388979591,0.787402
46.596643990,788.846,0.238027210,0.787402
47.682176870,994.274,0.568911564,0.787402
49.214693877,787.958,0.365736961,0.787402
