0.023219954,194.178
0.029024943,194.186
0.034829931,194.189
0.040634920,194.18
0.046439909,194.174
0.052244897,194.176
0.058049886,194.178
0.063854875,194.19
0.069659863,194.194
0.075464852,194.189
0.081269841,194.193
0.087074829,194.172
0.092879818,194.187
0.098684807,194.188
0.104489795,194.207
0.110294784,194.215
0.116099773,194.216
0.121904761,194.232
0.127709750,194.282
0.133514739,194.244
0.139319727,194.183
0.145124716,194.151
0.150929705,194.071
0.156734693,194.121
0.162539682,194.161
0.168344671,194.209
0.174149659,194.229
0.179954648,194.341
0.185759637,194.458
0.191564625,194.49
0.197369614,194.491
0.203174603,194.393
0.208979591,194.346
0.214784580,194.348
0.220589569,194.352
0.226394557,194.359
0.232199546,194.261
0.238004535,194.114
0.243809523,194.16
0.249614512,194.116
0.255419501,193.893
0.261224489,193.7
0.267029478,194.617
0.272834467,195.702
0.278639455,196.434
0.284444444,197.23
0.290249433,197.463
0.296054421,197.544
0.301859410,197.771
0.307664399,197.759
0.313469387,197.666
0.319274376,197.439
0.325079365,197.163
0.330884353,197.028
0.336689342,196.551
0.342494331,196.607
0.348299319,196.823
0.354104308,197.052
0.359909297,197.57
0.365714285,197.67
0.371519274,197.857
0.377324263,197.881
0.383129251,197.921
0.388934240,197.982
0.394739229,197.961
0.400544217,198.168
0.406349206,198.292
0.412154195,198.398
0.417959183,198.512
0.423764172,198.544
0.429569160,198.553
0.435374149,198.56
0.441179138,198.553
0.446984126,198.465
0.452789115,198.344
0.458594104,198.216
0.464399092,197.994
0.470204081,197.827
0.476009070,197.569
0.481814058,197.238
0.487619047,196.995
0.493424036,196.666
0.499229024,196.461
0.505034013,196.287
0.510839002,196.257
0.516643990,196.33
0.522448979,196.336
0.528253968,196.418
0.534058956,196.545
0.539863945,196.714
0.545668934,196.968
0.551473922,197.278
0.557278911,197.66
0.563083900,197.985
0.568888888,198.178
0.574693877,198.38
0.580498866,198.57
0.586303854,198.733
0.592108843,198.891
0.597913832,198.972
0.603718820,198.896
0.609523809,198.687
0.615328798,198.36
0.621133786,197.895
0.626938775,197.42
0.632743764,196.907
0.638548752,196.198
0.644353741,195.691
0.650158730,195.283
0.655963718,195.03
0.661768707,195.136
0.667573696,195.301
0.673378684,195.556
0.679183673,195.966
0.684988662,196.412
0.690793650,196.999
0.696598639,197.757
0.702403628,198.254
0.708208616,198.444
0.714013605,198.556
0.719818594,198.672
0.725623582,198.774
0.731428571,198.862
0.737233560,198.872
0.743038548,198.771
0.748843537,198.627
0.754648526,198.453
0.760453514,198.293
0.766258503,198.178
0.772063492,198.044
0.777868480,197.929
0.783673469,197.786
0.789478458,197.691
0.795283446,197.605
0.801088435,197.49
0.806893424,197.463
0.812698412,197.422
0.818503401,197.413
0.824308390,197.425
0.830113378,197.456
0.835918367,197.557
0.841723356,197.635
0.847528344,197.672
0.853333333,197.718
0.859138321,197.721
0.864943310,197.688
0.870748299,197.73
0.876553287,197.736
0.882358276,197.638
0.888163265,197.441
0.893968253,196.906
0.899773242,195.97
0.905578231,194.523
0.911383219,192.569
0.917188208,190.434
0.922993197,188.504
0.928798185,186.71
0.934603174,184.068
0.940408163,191.367
0.946213151,194.284
0.952018140,195.835
0.986848072,331.455
0.992653061,333.236
0.998458049,332.496
1.004263038,331.8
1.010068027,333.422
1.015873015,332.622
1.021678004,332.735
1.027482993,334.609
1.033287981,333.693
1.039092970,332.822
1.044897959,334.364
1.050702947,333.457
1.056507936,332.469
1.062312925,333.515
