0.330884353,438.472,0.493446712,0.787402
1.793741496,587.923,0.760476190,0.787402
3.262403628,527.946,0.679206349,0.787402
6.832471655,332.896,0.342517006,0.787402
7.703219954,391.53,0.516666666,0.787402
8.440453514,392.983,0.911405895,0.787402
13.444353741,247.625,1.445464852,0.787402
15.104580498,221.759,0.534081632,0.787402
18.715283446,329.709,0.708231292,0.787402
24.427392290,248.952,1.671859410,0.787402
33.291587301,778.721,0.290249433,0.787402
34.336485260,993.578,0.621179138,0.787402
35.660022675,878.69,0.371519274,0.787402
37.494421768,884.516,0.307664399,0.787402
38.475442176,792.053,1.091383219,0.787402
41.807528344,587.266,1.155170068,0.787402
43.200702947,587.342,0.400544217,0.787402
47.124875283,1324.53,0.586303854,0.787402
51.797891156,1356.58,0.336689342,0.787402
52.140385487,1193.03,0.551473922,0.787402
54.787482993,1184.84,0.499251700,0.787402
