1.729886621,294.5,1.155215419,0.787402
3.215963718,251.795,0.626961451,0.787402
5.659841269,249.555,0.400589569,0.787402
6.815056689,334.942,0.824331065,0.787402
10.048412698,330.996,0.383129251,0.787402
11.029455782,328.732,0.342494331,0.787402
12.190476190,248.813,0.708231292,0.787402
13.577868480,250.693,0.568911564,0.787402
14.773673469,334.954,0.342539682,0.787402
20.543854875,394.213,0.493401360,0.787402
21.809342403,497.63,0.667596371,0.787402
23.440544217,439.974,1.520929705,0.787402
26.174693877,393.137,0.719841269,0.787402
27.382108843,440.719,0.545668934,0.787402
29.199092970,295.099,1.497709750,0.787402
34.417777777,588.811,0.423786848,0.787402
37.047437641,663.109,0.377346938,0.787402
44.303673469,330.86,0.406371882,0.787402
45.215056689,388.185,0.417981859,0.787402
48.512290249,589.069,0.487641723,0.787402
49.446893424,665.477,0.307687074,0.787402
53.620680272,524.881,0.783696145,0.787402
